pokedex_number;name;type1;type2;hp;defense;attack;sp_defense;sp_attack;speed;base_total;capture_rate;base_happiness;experience_growth;Height_m;Weight_kg;hasGender;percentage_male;is_legendary;generation;classfication;Color;Body_Style;hasMegaEvolution;Egg_Group_1;Egg_Group_2;base_egg_steps;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;abilities;ability 1;ability 2;ability 3;ability 4;ability 5;ability 6
474;Porygon-Z;normal;;85;70;80;75;135;90;535;30;70;1000000;0.89;34;FALSE;;0;4;Virtual;Red;head_arms;FALSE;Mineral;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Adaptability', 'Download', 'Analytic'];Adaptability;Download;Analytic;;;
475;Gallade;psychic;fighting;68;95;165;115;65;110;618;45;35;1250000;1.6;52;TRUE;100;0;4;Blade;White;bipedal_tailless;TRUE;Amorphous;;5120;1;1;1;1;2;0.5;1;2;2;1;1;1;1;1;1;0.5;1;1;['Steadfast', 'Justified'];Steadfast;Justified;;;;
476;Probopass;rock;steel;60;145;55;150;75;40;525;60;70;1000000;1.4;340;TRUE;50;0;4;Compass;Grey;multiple_bodies;FALSE;Mineral;;5120;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;['Sturdy', 'Magnet Pull', 'Sand Force'];Sturdy;Magnet Pull;Sand Force;;;
477;Dusknoir;ghost;;45;135;100;135;65;45;525;45;35;800000;2.21;106.6;TRUE;50;0;4;Gripper;Black;head_arms;FALSE;Amorphous;;6400;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;['Pressure', 'Frisk'];Pressure;Frisk;;;;
478;Froslass;ice;ghost;70;70;80;70;80;110;480;75;70;1000000;1.3;26.6;TRUE;0;0;4;Snow Land;White;head_arms;FALSE;Fairy;Mineral;5120;0.5;2;1;1;1;0;2;1;2;1;1;0.5;0;0.5;1;2;2;1;['Snow Cloak', 'Cursed Body'];Snow Cloak;Cursed Body;;;;
479;Rotom;electric;ghost;50;107;65;107;105;86;520;45;70;1000000;0.3;0.3;FALSE;;0;4;Plasma;Red;head_only;FALSE;Amorphous;;5120;0.5;2;1;0.5;1;0;1;0.5;2;1;2;1;0;0.5;1;1;0.5;1;['Levitate'];Levitate;;;;;
480;Uxie;psychic;;75;130;75;130;75;95;580;3;140;1250000;0.3;0.3;FALSE;;1;4;Knowledge;Yellow;bipedal_tailed;FALSE;Undiscovered;;20480;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Levitate'];Levitate;;;;;
481;Mesprit;psychic;;80;105;105;105;105;80;580;3;140;1250000;0.3;0.3;FALSE;;1;4;Emotion;Pink;bipedal_tailed;FALSE;Undiscovered;;20480;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Levitate'];Levitate;;;;;
482;Azelf;psychic;;75;70;125;70;125;115;580;3;140;1250000;0.3;0.3;FALSE;;1;4;Willpower;Blue;bipedal_tailed;FALSE;Undiscovered;;20480;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Levitate'];Levitate;;;;;
483;Dialga;steel;dragon;100;120;120;100;150;90;680;3;0;1250000;5.41;683;FALSE;;1;4;Temporal;White;quadruped;FALSE;Undiscovered;;30720;0.5;1;1;0.5;1;2;1;0.5;1;0.25;2;1;0.5;0;0.5;0.5;0.5;0.5;['Pressure', 'Telepathy'];Pressure;Telepathy;;;;
484;Palkia;water;dragon;90;100;120;120;150;100;680;3;0;1250000;4.19;336;FALSE;;1;4;Spatial;Purple;bipedal_tailed;FALSE;Undiscovered;;30720;1;1;2;1;2;1;0.25;1;1;1;1;1;1;1;1;1;0.5;0.25;['Pressure', 'Telepathy'];Pressure;Telepathy;;;;
485;Heatran;fire;steel;91;106;90;106;130;77;600;3;100;1250000;1.7;430;TRUE;50;1;4;Lava Dome;Brown;quadruped;FALSE;Undiscovered;;2560;0.25;1;0.5;1;0.25;2;1;0.5;1;0.25;4;0.25;0.5;0;0.5;1;0.25;2;['Flash Fire', 'Flame Body'];Flash Fire;Flame Body;;;;
486;Regigigas;normal;;110;110;160;110;80;100;670;3;0;1250000;3.71;420;FALSE;;1;4;Colossal;White;bipedal_tailless;FALSE;Undiscovered;;30720;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Slow Start'];Slow Start;;;;;
487;Giratina;ghost;dragon;150;100;120;100;120;90;680;3;0;1250000;6.91;650;FALSE;;1;4;Renegade;Black;serpentine_body;FALSE;Undiscovered;;30720;0.5;2;2;0.5;2;0;0.5;1;2;0.5;1;2;0;0.5;1;1;1;0.5;['Pressure', 'Telepathy', 'Levitate'];Pressure;Telepathy;Levitate;;;
488;Cresselia;psychic;;120;120;70;130;75;85;600;3;100;1250000;1.5;85.6;TRUE;0;1;4;Lunar;Yellow;serpentine_body;FALSE;Undiscovered;;30720;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Levitate'];Levitate;;;;;
489;Phione;water;;80;80;80;80;80;80;480;30;70;1250000;0.41;3.1;FALSE;;0;4;Sea Drifter;Blue;head_arms;FALSE;Water_1;Fairy;10240;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Hydration'];Hydration;;;;;
490;Manaphy;water;;100;100;100;100;100;100;600;3;70;1250000;0.3;1.4;FALSE;;1;4;Seafaring;Blue;bipedal_tailless;FALSE;Water_1;Fairy;2560;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Hydration'];Hydration;;;;;
491;Darkrai;dark;;70;90;90;90;135;125;600;3;0;1250000;1.5;50.5;FALSE;;1;4;Pitch-Black;Black;bipedal_tailless;FALSE;Undiscovered;;30720;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;['Bad Dreams'];Bad Dreams;;;;;
492;Shaymin;grass;grass;100;75;103;75;120;127;600;45;100;1059860;0.2;2.1;FALSE;;1;4;Gratitude;Green;quadruped;FALSE;Undiscovered;;30720;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Natural Cure', 'Serene Grace'];Natural Cure;Serene Grace;;;;
493;Arceus;normal;;120;120;120;120;120;120;720;3;0;1250000;3.2;320;FALSE;;1;4;Alpha;Grey;quadruped;FALSE;Undiscovered;;30720;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Multitype'];Multitype;;;;;
494;Victini;psychic;fire;100;100;100;100;100;100;600;3;100;1250000;0.41;4;FALSE;;1;5;Victory;Yellow;bipedal_tailless;FALSE;Undiscovered;;30720;1;2;1;1;0.5;0.5;0.5;1;2;0.5;2;0.5;1;1;0.5;2;0.5;2;['Victory Star'];Victory Star;;;;;
495;Snivy;grass;;45;55;45;55;45;63;308;45;70;1059860;0.61;8.1;TRUE;88.1;0;5;Grass Snake;Green;bipedal_tailed;FALSE;Field;Grass;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Overgrow', 'Contrary'];Overgrow;Contrary;;;;
496;Servine;grass;;60;75;60;75;60;83;413;45;70;1059860;0.79;16;TRUE;88.1;0;5;Grass Snake;Green;bipedal_tailed;FALSE;Field;Grass;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Overgrow', 'Contrary'];Overgrow;Contrary;;;;
497;Serperior;grass;;75;95;75;95;75;113;528;45;70;1059860;3.3;63;TRUE;88.1;0;5;Regal;Green;serpentine_body;FALSE;Field;Grass;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Overgrow', 'Contrary'];Overgrow;Contrary;;;;
498;Tepig;fire;;65;45;63;45;45;45;308;45;70;1059860;0.51;9.9;TRUE;88.1;0;5;Fire Pig;Red;quadruped;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Blaze', 'Thick Fat'];Blaze;Thick Fat;;;;
499;Pignite;fire;fighting;90;55;93;55;70;55;418;45;70;1059860;0.99;55.5;TRUE;88.1;0;5;Fire Pig;Red;bipedal_tailed;FALSE;Field;;5120;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;['Blaze', 'Thick Fat'];Blaze;Thick Fat;;;;
500;Emboar;fire;fighting;110;65;123;65;100;65;528;45;70;1059860;1.6;150;TRUE;88.1;0;5;Mega Fire Pig;Red;bipedal_tailed;FALSE;Field;;5120;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;['Blaze', 'Reckless'];Blaze;Reckless;;;;
501;Oshawott;water;;55;45;55;45;63;45;308;45;70;1059860;0.51;5.9;TRUE;88.1;0;5;Sea Otter;Blue;bipedal_tailed;FALSE;Field;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Torrent', 'Shell Armor'];Torrent;Shell Armor;;;;
502;Dewott;water;;75;60;75;60;83;60;413;45;70;1059860;0.79;24.5;TRUE;88.1;0;5;Discipline;Blue;bipedal_tailed;FALSE;Field;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Torrent', 'Shell Armor'];Torrent;Shell Armor;;;;
503;Samurott;water;;95;85;100;70;108;70;528;45;70;1059860;1.5;94.6;TRUE;88.1;0;5;Formidable;Blue;quadruped;FALSE;Field;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Torrent', 'Shell Armor'];Torrent;Shell Armor;;;;
504;Patrat;normal;;45;39;55;39;35;42;255;255;70;1000000;0.51;11.6;TRUE;50;0;5;Scout;Brown;quadruped;FALSE;Field;;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Run Away', 'Keen Eye', 'Analytic'];Run Away;Keen Eye;Analytic;;;
505;Watchog;normal;;60;69;85;69;60;77;420;255;70;1000000;1.09;27;TRUE;50;0;5;Lookout;Brown;bipedal_tailed;FALSE;Field;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Illuminate', 'Keen Eye', 'Analytic'];Illuminate;Keen Eye;Analytic;;;
506;Lillipup;normal;;45;45;60;45;25;55;275;255;70;1059860;0.41;4.1;TRUE;50;0;5;Puppy;Brown;quadruped;FALSE;Field;;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Vital Spirit', 'Pickup', 'Run Away'];Vital Spirit;Pickup;Run Away;;;
507;Herdier;normal;;65;65;80;65;35;60;370;120;70;1059860;0.89;14.7;TRUE;50;0;5;Loyal Dog;Grey;quadruped;FALSE;Field;;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Intimidate', 'Sand Rush', 'Scrappy'];Intimidate;Sand Rush;Scrappy;;;
508;Stoutland;normal;;85;90;110;90;45;80;500;45;70;1059860;1.19;61;TRUE;50;0;5;Big-Hearted;Grey;quadruped;FALSE;Field;;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Intimidate', 'Sand Rush', 'Scrappy'];Intimidate;Sand Rush;Scrappy;;;
509;Purrloin;dark;;41;37;50;37;50;66;281;255;70;1000000;0.41;10.1;TRUE;50;0;5;Devious;Purple;quadruped;FALSE;Field;;5120;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;['Limber', 'Unburden', 'Prankster'];Limber;Unburden;Prankster;;;
510;Liepard;dark;;64;50;88;50;88;106;446;90;70;1000000;1.09;37.5;TRUE;50;0;5;Cruel;Purple;quadruped;FALSE;Field;;5120;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;['Limber', 'Unburden', 'Prankster'];Limber;Unburden;Prankster;;;
511;Pansage;grass;;50;48;53;48;53;64;316;190;70;1000000;0.61;10.5;TRUE;88.1;0;5;Grass Monkey;Green;bipedal_tailed;FALSE;Field;;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Gluttony', 'Overgrow'];Gluttony;Overgrow;;;;
512;Simisage;grass;;75;63;98;63;98;101;498;75;70;1000000;1.09;30.5;TRUE;88.1;0;5;Thorn Monkey;Green;bipedal_tailed;FALSE;Field;;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Gluttony', 'Overgrow'];Gluttony;Overgrow;;;;
513;Pansear;fire;;50;48;53;48;53;64;316;190;70;1000000;0.61;11;TRUE;88.1;0;5;High Temp;Red;bipedal_tailed;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Gluttony', 'Blaze'];Gluttony;Blaze;;;;
514;Simisear;fire;;75;63;98;63;98;101;498;75;70;1000000;0.99;28;TRUE;88.1;0;5;Ember;Red;bipedal_tailed;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Gluttony', 'Blaze'];Gluttony;Blaze;;;;
515;Panpour;water;;50;48;53;48;53;64;316;190;70;1000000;0.61;13.5;TRUE;88.1;0;5;Spray;Blue;bipedal_tailed;FALSE;Field;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Gluttony', 'Torrent'];Gluttony;Torrent;;;;
516;Simipour;water;;75;63;98;63;98;101;498;75;70;1000000;0.99;29;TRUE;88.1;0;5;Geyser;Blue;bipedal_tailed;FALSE;Field;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Gluttony', 'Torrent'];Gluttony;Torrent;;;;
517;Munna;psychic;;76;45;25;55;67;24;292;190;70;800000;0.61;23.3;TRUE;50;0;5;Dream Eater;Pink;quadruped;FALSE;Field;;2560;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Forewarn', 'Synchronize', 'Telepathy'];Forewarn;Synchronize;Telepathy;;;
518;Musharna;psychic;;116;85;55;95;107;29;487;75;70;800000;1.09;60.5;TRUE;50;0;5;Drowsing;Pink;bipedal_tailless;FALSE;Field;;2560;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Forewarn', 'Synchronize', 'Telepathy'];Forewarn;Synchronize;Telepathy;;;
519;Pidove;normal;flying;50;50;55;30;36;43;264;255;70;1059860;0.3;2.1;TRUE;50;0;5;Tiny Pigeon;Grey;two_wings;FALSE;Flying;;3840;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Big Pecks', 'Super Luck', 'Rivalry'];Big Pecks;Super Luck;Rivalry;;;
520;Tranquill;normal;flying;62;62;77;42;50;65;358;120;70;1059860;0.61;15;TRUE;50;0;5;Wild Pigeon;Grey;two_wings;FALSE;Flying;;3840;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Big Pecks', 'Super Luck', 'Rivalry'];Big Pecks;Super Luck;Rivalry;;;
521;Unfezant;normal;flying;80;80;115;55;65;93;488;45;70;1059860;1.19;29;TRUE;50;0;5;Proud;Grey;two_wings;FALSE;Flying;;3840;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Big Pecks', 'Super Luck', 'Rivalry'];Big Pecks;Super Luck;Rivalry;;;
522;Blitzle;electric;;45;32;60;32;50;76;295;190;70;1000000;0.79;29.8;TRUE;50;0;5;Electrified;Black;quadruped;FALSE;Field;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Lightningrod', 'Motor Drive', 'Sap Sipper'];Lightningrod;Motor Drive;Sap Sipper;;;
523;Zebstrika;electric;;75;63;100;63;80;116;497;75;70;1000000;1.6;79.5;TRUE;50;0;5;Thunderbolt;Black;quadruped;FALSE;Field;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Lightningrod', 'Motor Drive', 'Sap Sipper'];Lightningrod;Motor Drive;Sap Sipper;;;
524;Roggenrola;rock;;55;85;75;25;25;15;280;255;70;1059860;0.41;18;TRUE;50;0;5;Mantle;Blue;head_legs;FALSE;Mineral;;3840;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;['Sturdy', 'Weak Armor', 'Sand Force'];Sturdy;Weak Armor;Sand Force;;;
525;Boldore;rock;;70;105;105;40;50;20;390;120;70;1059860;0.89;102;TRUE;50;0;5;Ore;Blue;several_limbs;FALSE;Mineral;;3840;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;['Sturdy', 'Weak Armor', 'Sand Force'];Sturdy;Weak Armor;Sand Force;;;
526;Gigalith;rock;;85;130;135;80;60;25;515;45;70;1059860;1.7;260;TRUE;50;0;5;Compressed;Blue;several_limbs;FALSE;Mineral;;3840;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;['Sturdy', 'Sand Stream', 'Sand Force'];Sturdy;Sand Stream;Sand Force;;;
527;Woobat;psychic;flying;65;43;45;43;55;72;323;190;70;1000000;0.41;2.1;TRUE;50;0;5;Bat;Blue;two_wings;FALSE;Field;Flying;3840;1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1;['Unaware', 'Klutz', 'Simple'];Unaware;Klutz;Simple;;;
528;Swoobat;psychic;flying;67;55;57;55;77;114;425;45;70;1000000;0.89;10.5;TRUE;50;0;5;Courting;Blue;two_wings;FALSE;Field;Flying;3840;1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1;['Unaware', 'Klutz', 'Simple'];Unaware;Klutz;Simple;;;
529;Drilbur;ground;;60;40;85;45;30;68;328;120;70;1000000;0.3;8.5;TRUE;50;0;5;Mole;Grey;bipedal_tailed;FALSE;Field;;5120;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;['Sand Rush', 'Sand Force', 'Mold Breaker'];Sand Rush;Sand Force;Mold Breaker;;;
530;Excadrill;ground;steel;110;60;135;65;50;88;508;60;70;1000000;0.71;40.4;TRUE;50;0;5;Subterrene;Grey;bipedal_tailless;FALSE;Field;;5120;0.5;1;0.5;0;0.5;2;2;0.5;1;1;2;1;0.5;0;0.5;0.25;0.5;2;['Sand Rush', 'Sand Force', 'Mold Breaker'];Sand Rush;Sand Force;Mold Breaker;;;
531;Audino;normal;;103;126;60;126;80;50;545;255;70;800000;1.09;31;TRUE;50;0;5;Hearing;Pink;bipedal_tailed;TRUE;Fairy;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Healer', 'Regenerator', 'Klutz'];Healer;Regenerator;Klutz;;;
532;Timburr;fighting;;75;55;80;35;25;35;305;180;70;1059860;0.61;12.5;TRUE;75.4;0;5;Muscular;Grey;bipedal_tailless;FALSE;Human-Like;;5120;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Guts', 'Sheer Force', 'Iron Fist'];Guts;Sheer Force;Iron Fist;;;
533;Gurdurr;fighting;;85;85;105;50;40;40;405;90;70;1059860;1.19;40;TRUE;75.4;0;5;Muscular;Grey;bipedal_tailless;FALSE;Human-Like;;5120;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Guts', 'Sheer Force', 'Iron Fist'];Guts;Sheer Force;Iron Fist;;;
534;Conkeldurr;fighting;;105;95;140;65;55;45;505;45;70;1059860;1.4;87;TRUE;75.4;0;5;Muscular;Grey;bipedal_tailless;FALSE;Human-Like;;5120;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Guts', 'Sheer Force', 'Iron Fist'];Guts;Sheer Force;Iron Fist;;;
535;Tympole;water;;50;40;50;40;50;64;294;255;70;1059860;0.51;4.5;TRUE;50;0;5;Tadpole;Blue;with_fins;FALSE;Water_1;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Swift Swim', 'Hydration', 'Water Absorb'];Swift Swim;Hydration;Water Absorb;;;
536;Palpitoad;water;ground;75;55;65;55;65;69;384;120;70;1059860;0.79;17;TRUE;50;0;5;Vibration;Blue;bipedal_tailed;FALSE;Water_1;;5120;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;['Swift Swim', 'Hydration', 'Water Absorb'];Swift Swim;Hydration;Water Absorb;;;
537;Seismitoad;water;ground;105;75;95;75;85;74;509;45;70;1059860;1.5;62;TRUE;50;0;5;Vibration;Blue;bipedal_tailless;FALSE;Water_1;;5120;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;['Swift Swim', 'Poison Touch', 'Water Absorb'];Swift Swim;Poison Touch;Water Absorb;;;
538;Throh;fighting;;120;85;100;85;30;45;465;45;70;1000000;1.3;55.5;TRUE;100;0;5;Judo;Red;bipedal_tailless;FALSE;Human-Like;;5120;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Guts', 'Inner Focus', 'Mold Breaker'];Guts;Inner Focus;Mold Breaker;;;
539;Sawk;fighting;;75;75;125;75;30;85;465;45;70;1000000;1.4;51;TRUE;100;0;5;Karate;Blue;bipedal_tailless;FALSE;Human-Like;;5120;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Sturdy', 'Inner Focus', 'Mold Breaker'];Sturdy;Inner Focus;Mold Breaker;;;
540;Sewaddle;bug;grass;45;70;53;60;40;42;310;255;70;1059860;0.3;2.5;TRUE;50;0;5;Sewing;Yellow;insectoid;FALSE;Bug;;3840;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;['Swarm', 'Chlorophyll', 'Overcoat'];Swarm;Chlorophyll;Overcoat;;;
541;Swadloon;bug;grass;55;90;63;80;50;42;380;120;70;1059860;0.51;7.3;TRUE;50;0;5;Leaf-Wrapped;Green;head_arms;FALSE;Bug;;3840;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;['Leaf Guard', 'Chlorophyll', 'Overcoat'];Leaf Guard;Chlorophyll;Overcoat;;;
542;Leavanny;bug;grass;75;80;103;80;70;92;500;45;70;1059860;1.19;20.5;TRUE;50;0;5;Nurturing;Yellow;bipedal_tailless;FALSE;Bug;;3840;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;['Swarm', 'Chlorophyll', 'Overcoat'];Swarm;Chlorophyll;Overcoat;;;
543;Venipede;bug;poison;30;59;45;39;30;57;260;255;70;1059860;0.41;5.3;TRUE;50;0;5;Centipede;Red;insectoid;FALSE;Bug;;3840;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;['Poison Point', 'Swarm', 'Speed Boost'];Poison Point;Swarm;Speed Boost;;;
544;Whirlipede;bug;poison;40;99;55;79;40;47;360;120;70;1059860;1.19;58.5;TRUE;50;0;5;Curlipede;Grey;head_only;FALSE;Bug;;3840;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;['Poison Point', 'Swarm', 'Speed Boost'];Poison Point;Swarm;Speed Boost;;;
545;Scolipede;bug;poison;60;89;100;69;55;112;485;45;70;1059860;2.49;200.5;TRUE;50;0;5;Megapede;Red;insectoid;FALSE;Bug;;5120;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;['Poison Point', 'Swarm', 'Speed Boost'];Poison Point;Swarm;Speed Boost;;;
546;Cottonee;grass;fairy;40;60;27;50;37;66;280;190;70;1000000;0.3;0.6;TRUE;50;0;5;Cotton Puff;Green;head_only;FALSE;Grass;Fairy;5120;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;['Prankster', 'Infiltrator', 'Chlorophyll'];Prankster;Infiltrator;Chlorophyll;;;
547;Whimsicott;grass;fairy;60;85;67;75;77;116;480;75;70;1000000;0.71;6.6;TRUE;50;0;5;Windveiled;Green;bipedal_tailless;FALSE;Grass;Fairy;5120;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;['Prankster', 'Infiltrator', 'Chlorophyll'];Prankster;Infiltrator;Chlorophyll;;;
548;Petilil;grass;;45;50;35;50;70;30;280;190;70;1000000;0.51;6.6;TRUE;0;0;5;Bulb;Green;head_base;FALSE;Grass;;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Chlorophyll', 'Own Tempo', 'Leaf Guard'];Chlorophyll;Own Tempo;Leaf Guard;;;
549;Lilligant;grass;;70;75;60;75;110;90;480;75;70;1000000;1.09;16.3;TRUE;0;0;5;Flowering;Green;head_base;FALSE;Grass;;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Chlorophyll', 'Own Tempo', 'Leaf Guard'];Chlorophyll;Own Tempo;Leaf Guard;;;
550;Basculin;water;;70;65;92;55;80;98;460;25;70;1000000;0.99;18;TRUE;50;0;5;Hostile;Green;with_fins;FALSE;Water_2;;10240;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker'];Reckless;Rock Head;Adaptability;Mold Breaker;;
551;Sandile;ground;dark;50;35;72;35;35;65;292;180;70;1059860;0.71;15.2;TRUE;50;0;5;Desert Croc;Brown;quadruped;FALSE;Field;;5120;2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2;['Intimidate', 'Moxie', 'Anger Point'];Intimidate;Moxie;Anger Point;;;
552;Krokorok;ground;dark;60;45;82;45;45;74;351;90;70;1059860;0.99;33.4;TRUE;50;0;5;Desert Croc;Brown;quadruped;FALSE;Field;;5120;2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2;['Intimidate', 'Moxie', 'Anger Point'];Intimidate;Moxie;Anger Point;;;
553;Krookodile;ground;dark;95;80;117;70;65;92;519;45;70;1059860;1.5;96.3;TRUE;50;0;5;Intimidation;Red;bipedal_tailed;FALSE;Field;;5120;2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2;['Intimidate', 'Moxie', 'Anger Point'];Intimidate;Moxie;Anger Point;;;
554;Darumaka;fire;;70;45;90;45;15;50;315;120;70;1059860;0.61;37.5;TRUE;50;0;5;Zen Charm;Red;bipedal_tailless;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Hustle', 'Inner Focus'];Hustle;Inner Focus;;;;
555;Darmanitan;fire;fire;105;105;30;105;140;55;540;60;70;1059860;1.3;92.9;TRUE;50;0;5;Blazing;Red;quadruped;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Sheer Force', 'Zen Mode'];Sheer Force;Zen Mode;;;;
556;Maractus;grass;;75;67;86;67;106;60;461;255;70;1000000;0.99;28;TRUE;50;0;5;Cactus;Green;head_base;FALSE;Grass;;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Water Absorb', 'Chlorophyll', 'Storm Drain'];Water Absorb;Chlorophyll;Storm Drain;;;
